example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage
90,I WISH YOU WEREN'T SO RESTLESS AND DIDN'T GET SO WORKED UP OVER THINGS SHE SAID SADLY,TO BE OR NOT TO BE THAT IS THE QUESTION WHETHER TIS NOBLER,I used to use my breath so that it is still worth up for it. It's a fresh voucher.,False,1000,4.332597732543945,0.15000000596046448,0.14919888973236084,stage1,LibriSpeech/test-clean/237/134500/237-134500-0033.flac,237-134500-0033,0.15,stage1
91,HENCE THE EDISON ELECTROLYTIC METER IS NO LONGER USED DESPITE ITS EXCELLENT QUALITIES,MY TONGUE REFUSED TO ARTICULATE MY POWER OF SPEECH LEFT ME,"As the head of the Dostrelidium radiates the tow barger air, the pilot is placed in the back of the car.",False,1000,3.9994969367980957,0.15000000596046448,0.14951248466968536,stage1,LibriSpeech/test-clean/2300/131720/2300-131720-0029.flac,2300-131720-0029,0.15,stage1
92,WHY IF WE ERECT A STATION AT THE FALLS IT IS A GREAT ECONOMY TO GET IT UP TO THE CITY,PERCHANCE TOO KAFFAR'S DEATH MIGHT SERVE HIM IN GOOD STEAD,Wow! The zoo arrived at the city of the city. It is a great economy. It is very interesting.,False,1000,6.922799587249756,0.15000000596046448,0.1496332585811615,stage1,LibriSpeech/test-clean/2300/131720/2300-131720-0005.flac,2300-131720-0005,0.15,stage1
93,THE MOMENT I LOOKED AT MY TABLE I WAS AWARE THAT SOMEONE HAD RUMMAGED AMONG MY PAPERS,SAID ANOTHER VOICE WHICH I RECOGNIZED AS VOLTAIRE'S KAFFAR,"Stay ball-weather, but with wrist-pitch as the flares be splashed, we will dance to the kick-farmer.",False,1000,4.7467522621154785,0.15000000596046448,0.14925117790699005,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0007.flac,1580-141083-0007,0.15,stage1
94,FOR A LONG TIME HE HAD WISHED TO EXPLORE THE BEAUTIFUL LAND OF OZ IN WHICH THEY LIVED,NOW WHAT WAS THE SENSE OF IT TWO INNOCENT BABIES LIKE THAT,There are no other way you need to steer or just steer the metal ball on these curves.,False,1000,4.974661350250244,0.15000000596046448,0.14932399988174438,stage1,LibriSpeech/test-clean/1284/1180/1284-1180-0003.flac,1284-1180-0003,0.15,stage1
95,SOMEONE ELSE TOLD A STORY NOT PARTICULARLY EFFECTIVE WHICH I SAW HE WAS NOT FOLLOWING,TRULY SUCH A HORSE SHOULD BE WORTH MUCH IN NOTTINGHAM FAIR,The water is getting too specific and the whole house has a difficulty with the long-winds and high winds.,False,1000,5.493391036987305,0.15000000596046448,0.14942367374897003,stage1,LibriSpeech/test-clean/121/127105/121-127105-0001.flac,121-127105-0001,0.15,stage1
96,BUT NOW HERE IS A SUBJECT OF WHICH YOU WILL WONDER AT FIRST WHY TURNER DREW IT AT ALL,IT IS MANIFEST THAT MAN IS NOW SUBJECT TO MUCH VARIABILITY,It's an out-of-the-world suburb of Sweden that's really been there for a long time to get rid of our resolve.,False,1000,3.6460559368133545,0.15000000596046448,0.14931991696357727,stage1,LibriSpeech/test-clean/1188/133604/1188-133604-0038.flac,1188-133604-0038,0.15,stage1
97,YOU GAVE ME DOUBLE FIVE I WANT DOUBLE NINE HALLO IS THAT YOU HORATIO HAMLET SPEAKING,HAKON THERE SHALL BE YOUR CONSTANT COMPANION FRIEND FARMER,"A very new public, then why, please pay me a million dollars. As a word, please hear me say your fair family's fragments.",False,1000,5.539636135101318,0.15000000596046448,0.1494670957326889,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0023.flac,7176-92135-0023,0.15,stage1
98,EXQUISITE SOFT TURF OF THE WOODS THE HAPPINESS WHICH YOUR FRIENDSHIP CONFERS UPON ME,MY DRAGON'S BELLY IS NEVER FULL AND ON BOARD WENT THE GOLD,"As the river really comes down very quickly, it's going to be a lot of things to do when we see the first thing we do.",False,1000,4.329062461853027,0.15000000596046448,0.149383544921875,stage1,LibriSpeech/test-clean/7127/75947/7127-75947-0025.flac,7127-75947-0025,0.15,stage1
99,YET LITTLE AS IT WAS IT HAD ALREADY MADE A VAST DIFFERENCE IN THE ASPECT OF THE ROOM,TO ASK ANY MORE QUESTIONS OF YOU I BELIEVE WOULD BE UNFAIR,"To add more, we must now begin to make a few more steps into the heat of the hot sauce.",False,1000,3.9682319164276123,0.15000000596046448,0.14942386746406555,stage1,LibriSpeech/test-clean/6930/76324/6930-76324-0020.flac,6930-76324-0020,0.15,stage1
0,OLD WILL IS A FINE FELLOW BUT POOR AND HELPLESS SINCE MISSUS ROGERS HAD HER ACCIDENT,THE REAL HUMAN DIVISION IS THIS THE LUMINOUS AND THE SHADY,"Footwear and accessories are the point of missing too, since the lanterns hasn't actually been finished yet.",False,1000,4.9192585945129395,0.15000000596046448,0.1493397355079651,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0024.flac,6829-68769-0024,0.15,stage1
1,THE WOOD FLAMED UP SPLENDIDLY UNDER THE LARGE BREWING COPPER AND IT SIGHED SO DEEPLY,WHY SHOULD ONE NOT EXPLORE EVERYTHING AND STUDY EVERYTHING,"We still need to stop especially at the Explore News in high-news and early emergencies. So, I don't think I ever got any reason to die.",False,1000,3.2588329315185547,0.15000000596046448,0.14950254559516907,stage1,LibriSpeech/test-clean/672/122797/672-122797-0073.flac,672-122797-0073,0.15,stage1
2,I WOULD FAIN KNOW IF I AM DESTINED FOR SO GLORIOUS A CAREER CRIED THE TREE REJOICING,WHEN SHE FINISHED ALEXANDER SHOOK HIMSELF OUT OF A REVERIE,"You are in the hospital, it's a good thing you're not getting some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything. We can get some cell phone or anything.",False,1000,4.221612930297852,0.15000000596046448,0.1494908630847931,stage1,LibriSpeech/test-clean/672/122797/672-122797-0012.flac,672-122797-0012,0.15,stage1
3,WE WILL GO OUT TOGETHER TO THE BOWER THERE IS A WAY DOWN TO THE COURT FROM MY WINDOW,LAMB WOULDN'T CARE A GREAT DEAL ABOUT MANY OF THEM I FANCY,The biggest illness of any of the world watching is the way it is.,False,1000,5.437467098236084,0.15000000596046448,0.14918433129787445,stage1,LibriSpeech/test-clean/61/70970/61-70970-0016.flac,61-70970-0016,0.15,stage1
4,FINALLY THE ONE PARTY WENT OFF EXULTING AND THE OTHER WAS LEFT IN DESOLATION AND WOE,I SHOULDN'T WONDER IF SHE COULD LAUGH ABOUT IT WITH ME NOW,"I just heard a lot of the brothers were watching the movie, but I thought it was a silly little fuss.",False,1000,4.853299617767334,0.15000000596046448,0.14956234395503998,stage1,LibriSpeech/test-clean/5639/40744/5639-40744-0005.flac,5639-40744-0005,0.15,stage1
5,SHE BLUSHED AND SMILED AND FUMBLED HIS CARD IN HER CONFUSION BEFORE SHE RAN UPSTAIRS,SHE SAVES HER HAND TOO SHE'S AT HER BEST IN THE SECOND ACT,Thanks for watching!,False,1000,5.061630725860596,0.15000000596046448,0.14955781400203705,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0001.flac,4446-2275-0001,0.15,stage1
6,THE MODERN ORGANIZATION OF INDUSTRY WORKS IN THE SAME DIRECTION ALSO BY ANOTHER LINE,YES BUT THE MERIDIAN OF THE PALAIS ROYAL IS THE MOST EXACT,The model of the average he sees could work in same order to emerge as I might have seen.,False,1000,5.563327312469482,0.15000000596046448,0.14912620186805725,stage1,LibriSpeech/test-clean/3570/5695/3570-5695-0010.flac,3570-5695-0010,0.15,stage1
7,ISN'T HE SPLENDID CRIED JASPER IN INTENSE PRIDE SWELLING UP FATHER KNEW HOW TO DO IT,SOCRATES BEGINS THE TIMAEUS WITH A SUMMARY OF THE REPUBLIC,The men's knees are extended to the venue of the most of the corrupt assaults that saw a military capture video.,False,1000,4.389676094055176,0.15000000596046448,0.14938652515411377,stage1,LibriSpeech/test-clean/237/126133/237-126133-0011.flac,237-126133-0011,0.15,stage1
8,HER REGARD SHIFTED TO THE GREEN STALKS AND LEAVES AGAIN AND SHE STARTED TO MOVE AWAY,THE MOST THEY COULD CLAIM IS THAT THEY WERE SENT BY OTHERS,"The science, the 60th Century Film Network, is 99.5 million dollars.",False,1000,4.564617156982422,0.15000000596046448,0.14944560825824738,stage1,LibriSpeech/test-clean/1995/1826/1995-1826-0018.flac,1995-1826-0018,0.15,stage1
9,WHEN WE WERE OUT IN THE DARKNESS OF THE QUADRANGLE WE AGAIN LOOKED UP AT THE WINDOWS,AND EMIL MOWED HIS WAY SLOWLY DOWN TOWARD THE CHERRY TREES,"One of the half of the shark's teeth was hurt, and these teeth were very well drilled.",False,1000,4.387262344360352,0.15000000596046448,0.14926226437091827,stage1,LibriSpeech/test-clean/1580/141084/1580-141084-0011.flac,1580-141084-0011,0.15,stage1
10,HE WAS STILL SUFFERING FROM THIS SUDDEN DISTURBANCE OF THE QUIET ROUTINE OF HIS LIFE,AT THIS THE BUNDLE OPENED SUDDENLY AND OUT POPPED PHRONSIE,The heavy gun cutoff of this is open again and the vehicle started to freeze fancy.,False,1000,3.7498843669891357,0.15000000596046448,0.14940208196640015,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0045.flac,1580-141083-0045,0.15,stage1
11,SEE THAT YOUR LIVES BE IN NOTHING WORSE THAN A BOY'S CLIMBING FOR HIS ENTANGLED KITE,BUT I HAVE OCCASIONALLY DONE THE SAME THING AT OTHER TIMES,"Through this, the Alliance will welcome work to the Golden Security Council's meeting time as retirement.",False,1000,4.2661333084106445,0.15000000596046448,0.14936544001102448,stage1,LibriSpeech/test-clean/1188/133604/1188-133604-0043.flac,1188-133604-0043,0.15,stage1
12,WHEN CALLED BEFORE I TOLD HOW HASTILY I DROPPED MY FLOWERS OR BRAKE OFF FROM A GAME,THE PHRASE AND THE DAY AND THE SCENE HARMONIZED IN A CHORD,"Z-153, the first character is received by the existing player in the race hall of the Renaissance British.",False,1000,4.332857131958008,0.15000000596046448,0.14928726851940155,stage1,LibriSpeech/test-clean/908/31957/908-31957-0003.flac,908-31957-0003,0.15,stage1
13,DEPARTING FROM FIVE HUNDRED THOUSAND THROATS THREE CHEERS BURST FORTH IN SUCCESSION,PRIDE AFTER SATISFACTION UPLIFTED HIM LIKE LONG SLOW WAVES,"To Cardi, print it out, mug into how it's doing on your English channel, it's first bullet to see you after.",False,1000,5.6145524978637695,0.15000000596046448,0.14938399195671082,stage1,LibriSpeech/test-clean/8463/294828/8463-294828-0037.flac,8463-294828-0037,0.15,stage1
14,THEN SAID SIR FERDINANDO THERE IS NOTHING FOR IT BUT THAT HE MUST TAKE YOU WITH HIM,I HAD A NOTION IT WAS YOU MATE AS SAVED ME FROM THE KNIFE,I know it. I'm thinking of you. I hope you're good enough to be true.,False,1000,4.506742000579834,0.15000000596046448,0.14918066561222076,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0040.flac,8455-210777-0040,0.15,stage1
15,THE MILITARY FORCE PARTLY RABBLE PARTLY ORGANIZED HAD MEANWHILE MOVED INTO THE TOWN,FOOTNOTE SUMNER TO SHANNON MAY TWELFTH EIGHTEEN FIFTY SIX,"For not yet fully, Dr. Yalper has partnered with the Chief Secretary of the Major Security Service.",False,1000,4.920994281768799,0.15000000596046448,0.14923833310604095,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0035.flac,7729-102255-0035,0.15,stage1
16,UPON THIS MADAME DEIGNED TO TURN HER EYES LANGUISHINGLY TOWARDS THE COMTE OBSERVING,DO YOU SUPPOSE THE MINIATURE WAS A COPY OF THE SAME THING,I'm going to show you how these three-digit high-glitches are going to resist the top speed support of the C-MJC.,False,1000,3.2945122718811035,0.15000000596046448,0.1493384689092636,stage1,LibriSpeech/test-clean/7127/75947/7127-75947-0001.flac,7127-75947-0001,0.15,stage1
17,TABLES WERE SPREAD ON THE LAWN AND A DAINTY BUT SUBSTANTIAL REPAST WAS TO BE SERVED,NOTTINGHAM CASTLE WAS REACHED AND ADMITTANCE WAS DEMANDED,The Portrait of the present and the Martian's always ways to be pertinent to the present and the present and the six third turns out.,False,1000,5.679874420166016,0.15000000596046448,0.14956632256507874,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0011.flac,6829-68771-0011,0.15,stage1
18,DON'T YOU KNOW ONE ABOUT BACON AND TALLOW CANDLES CAN'T YOU TELL ANY LARDER STORIES,COME TO ME MEN HERE HERE HE RAISED HIS VOICE STILL LOUDER,So you should go on your own to take some city happily and the way you do it today is to look at it and then go out and play with it.,False,1000,4.369586944580078,0.15000000596046448,0.14946724474430084,stage1,LibriSpeech/test-clean/672/122797/672-122797-0061.flac,672-122797-0061,0.15,stage1
19,WHEREUPON LAKE LAUGHED QUIETLY STILL LOOKING ON THE ACE OF HEARTS WITH HIS SLY EYES,THERE SHE SAT ON THE ROLLERS AS FAIR A SHIP AS I EVER SAW,"Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her. Yes, her.",False,1000,5.4655351638793945,0.15000000596046448,0.14952737092971802,stage1,LibriSpeech/test-clean/5683/32865/5683-32865-0011.flac,5683-32865-0011,0.15,stage1
20,AMBROSE MET ME AT THE BOTTOM OF THE STAIRS AND SHOWED ME THE WAY TO THE SUPPER ROOM,STEAM UP AND CANVAS SPREAD THE SCHOONER STARTED EASTWARDS,"We are wasting our supplies as a merciless young lady, and we need to see what we can do.",False,1000,6.6938042640686035,0.15000000596046448,0.14971131086349487,stage1,LibriSpeech/test-clean/5142/36377/5142-36377-0003.flac,5142-36377-0003,0.15,stage1
21,IS IT NOT IMPOSSIBLE HE MURMURED ALOUD THAT ANY CITY SHOULD DISAPPEAR SO COMPLETELY,DONE HE AIN'T DONE A THING HE'D OUGHTER SENCE HE WAS BORN,"It's not any fucker, there's not a good guy on that. So you can't even get in the car and get out of the car and see if you can see it.",False,1000,4.8142619132995605,0.15000000596046448,0.14944304525852203,stage1,LibriSpeech/test-clean/5105/28241/5105-28241-0012.flac,5105-28241-0012,0.15,stage1
22,TRUE HISTORY BEING A MIXTURE OF ALL THINGS THE TRUE HISTORIAN MINGLES IN EVERYTHING,I WILL ASK THE LEAST IMAGINABLE BUT I MUST HAVE SOMETHING,The city will have a great season as the number of people has involved in all the losses of the so-called film and the machinery has joined the body of the industry and has been successfully served in the United States.,False,1000,3.06310772895813,0.15000000596046448,0.1493537724018097,stage1,LibriSpeech/test-clean/4507/16021/4507-16021-0035.flac,4507-16021-0035,0.15,stage1
23,BARTLEY BENT OVER AND TOOK HER IN HIS ARMS KISSING HER MOUTH AND HER WET TIRED EYES,YES YES SHE HURRIED PULLING HER HAND GENTLY AWAY FROM HIM,The,False,1000,5.39232873916626,0.15000000596046448,0.1493896096944809,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0043.flac,4446-2275-0043,0.15,stage1
24,THEY ASKED HIM TO COME TO SEE THEM IN CHELSEA AND THEY SPOKE VERY TENDERLY OF HILDA,DO YOU REMEMBER THAT FIRST WALK WE TOOK TOGETHER IN PARIS,Today I'm going to show you how to do it. I'm going to show you how to do it.,False,1000,4.6747145652771,0.15000000596046448,0.1492919623851776,stage1,LibriSpeech/test-clean/4446/2273/4446-2273-0001.flac,4446-2273-0001,0.15,stage1
25,AS USED IN THE SPEECH OF EVERYDAY LIFE THE WORD CARRIES AN UNDERTONE OF DEPRECATION,THEY ARE ALL SKETCHES MADE ABOUT THE VILLA D'ESTE YOU SEE,The young men in the kitchen will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the,False,1000,4.491076469421387,0.15000000596046448,0.14931441843509674,stage1,LibriSpeech/test-clean/3570/5696/3570-5696-0006.flac,3570-5696-0006,0.15,stage1
26,PAUL DECLARES THAT THE FALSE APOSTLES WERE CALLED OR SENT NEITHER BY MEN NOR BY MAN,IN THIS MONOTONOUS LIFE OF MINE THAT WAS A PLEASANT EVENT,"All the day, I just want to say that all the time, I just need to get a little bit of experience. I want to know what I'm saying.",False,1000,5.344299793243408,0.15000000596046448,0.14942322671413422,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0011.flac,2830-3980-0011,0.15,stage1
27,I TAKE THIS AS MY ANSWER AND I LEAVE THE PROFESSOR TO BITE HIS LIPS WITH IMPATIENCE,ON AUGUST TWENTY SEVENTH EIGHTEEN THIRTY SEVEN SHE WRITES,"The first great fishing trip I've ever done, is the U.S.T.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.A.S.",False,1000,4.573820114135742,0.15000000596046448,0.14936983585357666,stage1,LibriSpeech/test-clean/260/123286/260-123286-0009.flac,260-123286-0009,0.15,stage1
28,I ENTERED AND I TOOK YOU INTO MY CONFIDENCE AS TO THE SUGGESTIONS OF THE SIDE TABLE,INDEED HE PERSECUTED THE CHURCH OF CHRIST FOR A LONG TIME,The Pandors is a man who has been sent to make our first visit since the start of the Turkish Archbishop's history.,False,1000,4.8161139488220215,0.15000000596046448,0.14931100606918335,stage1,LibriSpeech/test-clean/1580/141084/1580-141084-0039.flac,1580-141084-0039,0.15,stage1
29,SOMETIMES IT IS CALLED A CRAZY QUILT BECAUSE THE PATCHES AND COLORS ARE SO MIXED UP,AT LAST HE CAME OUT OF THEM AND WIPED HIS FACE VIGOROUSLY,"Thanks to the three of us having this beautiful trip, it took me a bit while to get to the next stop.",False,1000,4.35093879699707,0.15000000596046448,0.14931705594062805,stage1,LibriSpeech/test-clean/1284/1180/1284-1180-0029.flac,1284-1180-0029,0.15,stage1
30,IT WASN'T SIMPLY THAT SHE SAID SO BUT THAT I KNEW SHE HADN'T I WAS SURE I COULD SEE,RUN BACK UNCAS AND BRING ME THE SIZE OF THE SINGER'S FOOT,"Please, because you're bringing me the CZA, you're the CZA, and bringing me the CZA.",False,1000,3.710433006286621,0.15000000596046448,0.14936131238937378,stage1,LibriSpeech/test-clean/121/127105/121-127105-0012.flac,121-127105-0012,0.15,stage1
31,HE STOOD STILL IN DEFERENCE TO THEIR CALLS AND PARRIED THEIR BANTER WITH EASY WORDS,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,"Keep to the truth, brethren and the rest of the world, and the leaders of the enemy have been pulled away by the First Sixth Division.",False,1000,4.530581951141357,0.15000000596046448,0.14941346645355225,stage1,LibriSpeech/test-clean/1089/134691/1089-134691-0022.flac,1089-134691-0022,0.15,stage1
32,MUSSULMANS AND GIAOURS THROW KERCHIEFS AT A SMILE AND HAVE NO RUTH FOR ANY WEEPING,DESCEND O LITTLE CLOUD AND HOVER BEFORE THE EYES OF THEL,"In the end, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining, the sun is shining,",False,1000,3.8949990272521973,0.15000000596046448,0.14935272932052612,stage1,LibriSpeech/test-clean/908/31957/908-31957-0017.flac,908-31957-0017,0.15,stage1
33,THIS SHE SAID WAS TRUE HOSPITALITY AND I AM NOT SURE THAT I DID NOT AGREE WITH HER,AND WHY IT SCATTERS ITS BRIGHT BEAUTY THRO THE HUMID AIR,Do you think it's too much to pass? But not sure if it's going to be a good idea to start further.,False,1000,6.096761703491211,0.15000000596046448,0.14971567690372467,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0018.flac,8455-210777-0018,0.15,stage1
34,MY WIFE ON THE SPUR OF THE MOMENT MANAGED TO GIVE THE GENTLEMEN A VERY GOOD DINNER,WHY SHOULD THE MISTRESS OF THE VALES OF HAR UTTER A SIGH,This is a very important thing. The first thing I do is to get the energy of the planet's energy.,False,1000,5.463382244110107,0.15000000596046448,0.14916616678237915,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0017.flac,8455-210777-0017,0.15,stage1
35,THE FIRST OF OUR VAGUE BUT INDUBITABLE DATA IS THAT THERE IS KNOWLEDGE OF THE PAST,DON'T WORRY SIZZLE DEAR IT'LL ALL COME RIGHT PRETTY SOON,This is an specialized for a recent violation of season to be at their right. Definitely if you always have to use it for you.,False,1000,3.855293035507202,0.15000000596046448,0.14939039945602417,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0024.flac,8230-279154-0024,0.15,stage1
36,HE CONTINUED HIS PRETENDED SEARCH AND TO GIVE COLOR TO HIS ERRAND MADE TWO ARRESTS,HE WENT HERE THERE AND EVERYWHERE IN PERFECT CONTENTMENT,The final day of the day is the day of the day.,False,1000,4.089322566986084,0.15000000596046448,0.14940491318702698,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0031.flac,7729-102255-0031,0.15,stage1
37,LORD JOHN TAKING OUT GOLD CIGARETTE CASE FROM HIS LEFT HAND UPPER WAISTCOAT POCKET,WE ARE QUITE SATISFIED NOW CAPTAIN BATTLEAX SAID MY WIFE,"To the Darius, Sydney are going to the best place on the British team, but we're going to take six more days.",False,1000,4.350214958190918,0.15000000596046448,0.14959441125392914,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0045.flac,7176-92135-0045,0.15,stage1
38,WELL SAID MADEMOISELLE DE TONNAY CHARENTE I ALSO THINK A GOOD DEAL BUT I TAKE CARE,FOR SOME TIME AFTER THAT I REMEMBERED NOTHING DISTINCTLY,"So, we've got some interesting things to do with the new species that hopefully can get us to meet them. So, let's go to the next one.",False,1000,4.603713512420654,0.15000000596046448,0.1491883099079132,stage1,LibriSpeech/test-clean/7127/75947/7127-75947-0026.flac,7127-75947-0026,0.15,stage1
39,HERS HAPPENED TO BE IN THE SAME FRAME TOO BUT SHE EVIDENTLY DIDN'T CARE ABOUT THAT,CRIED THE YOUNG LADIES AND THEY QUICKLY PUT OUT THE FIRE,"Left is the way to let the bloody daddy pass as an enemy at the big, your own safe peace soldier.",False,1000,5.478692054748535,0.15000000596046448,0.14957092702388763,stage1,LibriSpeech/test-clean/6930/76324/6930-76324-0006.flac,6930-76324-0006,0.15,stage1
40,THUS IT IS THAT THE HONOR OF THREE IS SAVED OUR COUNTRY'S OUR MASTER'S AND OUR OWN,I AM VERY UNEASY ABOUT IT WHATEVER IT IS I CAN'T HELP IT,"Inflammation, the Delta-Traditional Tamp-Law-Fear will be the second-estate of the C-Cover period.",False,1000,4.50498628616333,0.15000000596046448,0.14944882690906525,stage1,LibriSpeech/test-clean/6930/75918/6930-75918-0015.flac,6930-75918-0015,0.15,stage1
41,ELIZA CLOSED THE DOOR BEHIND HER WITH A DECIDED SLAM AND A KEY CLICKED IN THE LOCK,THIRTY MEN ONE AFTER ANOTHER RAISED THEIR HORNS AND SAID,I like it today because I love how it goes. I just need prizes to pour. I'll see you in the next video.,False,1000,5.116997718811035,0.15000000596046448,0.14946550130844116,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0036.flac,6829-68771-0036,0.15,stage1
