example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage,iteration_history
87,TO GROW AND GROW TO GET OLDER AND BE TALL THOUGHT THE TREE THAT AFTER ALL IS THE MOST DELIGHTFUL THING IN THE WORLD,SHE CONSIDERED A MOMENT AND THEN SAID NO I THINK NOT THOUGH I AM GLAD YOU ASK ME,"Shoo-chi! That's too low to reach! Six thirty-two! And the DCT is low, I think. This is a big, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot, hot,",False,100,1.2148780822753906,0.15000000596046448,0.14958055317401886,stage1,LibriSpeech/test-clean/672/122797/672-122797-0006.flac,672-122797-0006,0.15,stage1,
88,ROBIN FITZOOTH SAW THAT HIS DOUBTS OF WARRENTON HAD BEEN UNFAIR AND HE BECAME ASHAMED OF HIMSELF FOR HARBORING THEM,WE ARE TO HEAR CHRIST WHO HAS BEEN APPOINTED BY THE FATHER AS OUR DIVINE TEACHER,The lobby to the area is the Valar of the Jalapagot boy and the Canadian General's Corridor and the former Secretary of the Liberation of the Bulls on the parts of Red Bird Merchants.,False,100,3.3471105098724365,0.15000000596046448,0.14952459931373596,stage1,LibriSpeech/test-clean/61/70970/61-70970-0036.flac,61-70970-0036,0.15,stage1,
89,YES SOMETHING EVERYTHING SAID RACHEL HURRIEDLY LOOKING FROWNINGLY AT A FLOWER WHICH SHE WAS TWIRLING IN HER FINGERS,FOR A MOMENT GILCHRIST WITH UPRAISED HAND TRIED TO CONTROL HIS WRITHING FEATURES,"No, wasn't it? As a team, we used to play to help. First, we used to pop the money up in the top, where it was called, where we used to feed the trees.",False,100,3.1680290699005127,0.15000000596046448,0.14953498542308807,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0014.flac,5683-32879-0014,0.15,stage1,
90,THEIR WALK CONTINUED SILENT FOR THE GREATER PART NEITHER WAS QUITE SATISFIED WITH THE OTHER BUT RACHEL AT LAST SAID,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,So God keep reaching the night in the secret room to tell you that the night we have a glass of hot juice to cover is an instant rinse and no bad drink.,False,100,3.426492214202881,0.15000000596046448,0.14948605000972748,stage1,LibriSpeech/test-clean/5683/32866/5683-32866-0011.flac,5683-32866-0011,0.15,stage1,
91,THIS TRUTH WHICH I HAVE LEARNED FROM HER LIPS IS CONFIRMED BY HIS FACE IN WHICH WE HAVE BOTH BEHELD THAT OF OUR SON,THE PECULIAR CIRCUMSTANCES OF THE COLONY ARE WITHIN YOUR EXCELLENCY'S KNOWLEDGE,"The next day, we have to get to the end of the day, and we'll be back in a few minutes.",False,100,4.617476463317871,0.15000000596046448,0.14906254410743713,stage1,LibriSpeech/test-clean/5639/40744/5639-40744-0029.flac,5639-40744-0029,0.15,stage1,
92,WHAT I MEAN IS THAT I WANT YOU TO PROMISE NEVER TO SEE ME AGAIN NO MATTER HOW OFTEN I COME NO MATTER HOW HARD I BEG,THEIR DISTINCTIVE CHARACTERS HOWEVER DISPLAY ONE BROAD AND UNFAILING DIFFERENCE,But our new week is going to be on the details of every community that you've got. And that is how it all works. We'll bring some energy to our part-time connections.,False,100,2.554551839828491,0.15000000596046448,0.14947132766246796,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0033.flac,4446-2275-0033,0.15,stage1,
93,HE STOOD A LITTLE BEHIND HER AND TRIED TO STEADY HIMSELF AS HE SAID IT'S SOFT AND MISTY SEE HOW WHITE THE STARS ARE,THE HAWK ALIGHTED ON THE DEAD BRANCH AND SAT UPRIGHT MOTIONLESS AS IF SURPRISED,"The short-sickness of the system is a powerful weapon that can be used to control the damage to the wall, and it's also a mission that is to protect the system.",False,100,4.0143818855285645,0.15000000596046448,0.14947129786014557,stage1,LibriSpeech/test-clean/4446/2273/4446-2273-0032.flac,4446-2273-0032,0.15,stage1,
94,STUNG BY ANXIETY FOR THIS LITTLE SISTER SHE UPBRAIDED MISS W FOR HER FANCIED INDIFFERENCE TO ANNE'S STATE OF HEALTH,SOME MYSTERIOUS FORCE SEEMED TO HAVE BROUGHT ABOUT A CONVULSION OF THE ELEMENTS,"San Lanyra is the most important in the world. It's the world's most beautiful, beautiful, and beautiful countrymen.",False,100,3.901843547821045,0.15000000596046448,0.14951607584953308,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0054.flac,3575-170457-0054,0.15,stage1,
95,THE SUBJECT WAS A VERY NOBLE ONE HE DESCRIBED THE MOST FAMOUS ACTION IN WHICH THE ATHENIAN PEOPLE WERE EVER ENGAGED,I LEFT YOU ON A CONTINENT AND HERE I HAVE THE HONOR OF FINDING YOU ON AN ISLAND,"I'm not sure. I'll just leave that for a minute. As I'm trying to ask you, I'll be right back. You'll be right back. I'll be right back. I'll be right back.",False,100,4.054416179656982,0.15000000596046448,0.14928606152534485,stage1,LibriSpeech/test-clean/2961/961/2961-961-0007.flac,2961-961-0007,0.15,stage1,
96,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER KNIGHT,ALWAYS IRRITABLE COLD INDIFFERENT HE HAD GROWN RAPIDLY MORE SO AS YEARS WENT ON,"So, the first thing we will see is the action to the sun, which is a very small, well-called, and great, powerful, and dangerous kind.",False,100,4.8188018798828125,0.15000000596046448,0.14956174790859222,stage1,LibriSpeech/test-clean/1089/134686/1089-134686-0013.flac,1089-134686-0013,0.15,stage1,
97,THE HELPLESS WORM AROSE AND SAT UPON THE LILLYS LEAF AND THE BRIGHT CLOUD SAILD ON TO FIND HIS PARTNER IN THE VALE,ALL THESE HONEST PERSONS ARE WAITING THEIR TURN TO GET THEIR SNUFF BOXES FILLED,"This world is germ-a-waited, but it's not a standard in your curiosity. See the guide to God, yet the linear nation-day, will be harnessing up boat's history.",False,100,2.7842023372650146,0.15000000596046448,0.14955155551433563,stage1,LibriSpeech/test-clean/908/157963/908-157963-0023.flac,908-157963-0023,0.15,stage1,
98,SHE SAT DOWN IN A ROCKING CHAIR AND CLASPING HER HANDS IN HER LAP ROCKED SLOWLY BACK AND FORTH I'M SORRY SAID BETH,ON THE OTHER HAND WE ARE NOT TO REGARD THEM AS SO TERRIBLE THAT WE MUST DESPAIR,The Black Dragon is a situation that must remain in the field of the official region.,False,100,3.2183892726898193,0.15000000596046448,0.14956189692020416,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0025.flac,6829-68771-0025,0.15,stage1,
99,THESE WOMEN WERE FLATTERED BY THE ATTENTION OF THE YOUNG LADY AND HAD PROMISED TO ASSIST IN ELECTING MISTER FORBES,PAUL TAKES PRIDE IN HIS MINISTRY NOT TO HIS OWN PRAISE BUT TO THE PRAISE OF GOD,The number of the graduates is about to move forward further and the students can be on the 30th and the 30th anniversary.,False,100,4.717566013336182,0.15000000596046448,0.14901870489120483,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0008.flac,6829-68771-0008,0.15,stage1,
