example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage,reason
2,TRUE HISTORY BEING A MIXTURE OF ALL THINGS THE TRUE HISTORIAN MINGLES IN EVERYTHING,I WILL ASK THE LEAST IMAGINABLE BUT I MUST HAVE SOMETHING,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4507/16021/4507-16021-0035.flac,4507-16021-0035,0.0,stage1,impossible_target
3,BARTLEY BENT OVER AND TOOK HER IN HIS ARMS KISSING HER MOUTH AND HER WET TIRED EYES,YES YES SHE HURRIED PULLING HER HAND GENTLY AWAY FROM HIM,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0043.flac,4446-2275-0043,0.0,stage1,impossible_target
4,THEY ASKED HIM TO COME TO SEE THEM IN CHELSEA AND THEY SPOKE VERY TENDERLY OF HILDA,DO YOU REMEMBER THAT FIRST WALK WE TOOK TOGETHER IN PARIS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4446/2273/4446-2273-0001.flac,4446-2273-0001,0.0,stage1,impossible_target
0,AS USED IN THE SPEECH OF EVERYDAY LIFE THE WORD CARRIES AN UNDERTONE OF DEPRECATION,THEY ARE ALL SKETCHES MADE ABOUT THE VILLA D'ESTE YOU SEE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/3570/5696/3570-5696-0006.flac,3570-5696-0006,0.0,stage1,impossible_target
1,PAUL DECLARES THAT THE FALSE APOSTLES WERE CALLED OR SENT NEITHER BY MEN NOR BY MAN,IN THIS MONOTONOUS LIFE OF MINE THAT WAS A PLEASANT EVENT,All the bearings and the cost of the engine are in the top of the engine and all the engine can be easily done with the four-tone engine.,False,-1,8.127598762512207,0.15000000596046448,0.09950227290391922,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0011.flac,2830-3980-0011,0.15,stage1,
2,I TAKE THIS AS MY ANSWER AND I LEAVE THE PROFESSOR TO BITE HIS LIPS WITH IMPATIENCE,ON AUGUST TWENTY SEVENTH EIGHTEEN THIRTY SEVEN SHE WRITES,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/260/123286/260-123286-0009.flac,260-123286-0009,0.0,stage1,impossible_target
3,I ENTERED AND I TOOK YOU INTO MY CONFIDENCE AS TO THE SUGGESTIONS OF THE SIDE TABLE,INDEED HE PERSECUTED THE CHURCH OF CHRIST FOR A LONG TIME,I'm going to take a look at the other side of the building.,False,-1,8.664824485778809,0.15000000596046448,0.09965072572231293,stage1,LibriSpeech/test-clean/1580/141084/1580-141084-0039.flac,1580-141084-0039,0.15,stage1,
4,SOMETIMES IT IS CALLED A CRAZY QUILT BECAUSE THE PATCHES AND COLORS ARE SO MIXED UP,AT LAST HE CAME OUT OF THEM AND WIPED HIS FACE VIGOROUSLY,Thank you.,False,-1,10.072866439819336,0.15000000596046448,0.10024368762969971,stage1,LibriSpeech/test-clean/1284/1180/1284-1180-0029.flac,1284-1180-0029,0.15,stage1,
0,IT WASN'T SIMPLY THAT SHE SAID SO BUT THAT I KNEW SHE HADN'T I WAS SURE I COULD SEE,RUN BACK UNCAS AND BRING ME THE SIZE OF THE SINGER'S FOOT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/121/127105/121-127105-0012.flac,121-127105-0012,0.0,stage1,impossible_target
1,HE STOOD STILL IN DEFERENCE TO THEIR CALLS AND PARRIED THEIR BANTER WITH EASY WORDS,AND LAY ME DOWN IN THY COLD BED AND LEAVE MY SHINING LOT,"So, I think it's a bit of a problem.",False,-1,8.979229927062988,0.15000000596046448,0.0999312475323677,stage1,LibriSpeech/test-clean/1089/134691/1089-134691-0022.flac,1089-134691-0022,0.15,stage1,
2,MUSSULMANS AND GIAOURS THROW KERCHIEFS AT A SMILE AND HAVE NO RUTH FOR ANY WEEPING,DESCEND O LITTLE CLOUD AND HOVER BEFORE THE EYES OF THEL,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/908/31957/908-31957-0017.flac,908-31957-0017,0.0,stage1,impossible_target
3,THIS SHE SAID WAS TRUE HOSPITALITY AND I AM NOT SURE THAT I DID NOT AGREE WITH HER,AND WHY IT SCATTERS ITS BRIGHT BEAUTY THRO THE HUMID AIR,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0018.flac,8455-210777-0018,0.0,stage1,impossible_target
4,MY WIFE ON THE SPUR OF THE MOMENT MANAGED TO GIVE THE GENTLEMEN A VERY GOOD DINNER,WHY SHOULD THE MISTRESS OF THE VALES OF HAR UTTER A SIGH,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0017.flac,8455-210777-0017,0.0,stage1,impossible_target
0,THE FIRST OF OUR VAGUE BUT INDUBITABLE DATA IS THAT THERE IS KNOWLEDGE OF THE PAST,DON'T WORRY SIZZLE DEAR IT'LL ALL COME RIGHT PRETTY SOON,The question was the other person.,False,-1,10.035989761352539,0.15000000596046448,0.10008282959461212,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0024.flac,8230-279154-0024,0.15,stage1,
1,HE CONTINUED HIS PRETENDED SEARCH AND TO GIVE COLOR TO HIS ERRAND MADE TWO ARRESTS,HE WENT HERE THERE AND EVERYWHERE IN PERFECT CONTENTMENT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0031.flac,7729-102255-0031,0.0,stage1,impossible_target
2,LORD JOHN TAKING OUT GOLD CIGARETTE CASE FROM HIS LEFT HAND UPPER WAISTCOAT POCKET,WE ARE QUITE SATISFIED NOW CAPTAIN BATTLEAX SAID MY WIFE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0045.flac,7176-92135-0045,0.0,stage1,impossible_target
3,WELL SAID MADEMOISELLE DE TONNAY CHARENTE I ALSO THINK A GOOD DEAL BUT I TAKE CARE,FOR SOME TIME AFTER THAT I REMEMBERED NOTHING DISTINCTLY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7127/75947/7127-75947-0026.flac,7127-75947-0026,0.0,stage1,impossible_target
4,HERS HAPPENED TO BE IN THE SAME FRAME TOO BUT SHE EVIDENTLY DIDN'T CARE ABOUT THAT,CRIED THE YOUNG LADIES AND THEY QUICKLY PUT OUT THE FIRE,I'm going to get a little bit of a drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or drink or,False,-1,9.048937797546387,0.15000000596046448,0.09934203326702118,stage1,LibriSpeech/test-clean/6930/76324/6930-76324-0006.flac,6930-76324-0006,0.15,stage1,
0,THUS IT IS THAT THE HONOR OF THREE IS SAVED OUR COUNTRY'S OUR MASTER'S AND OUR OWN,I AM VERY UNEASY ABOUT IT WHATEVER IT IS I CAN'T HELP IT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6930/75918/6930-75918-0015.flac,6930-75918-0015,0.0,stage1,impossible_target
1,ELIZA CLOSED THE DOOR BEHIND HER WITH A DECIDED SLAM AND A KEY CLICKED IN THE LOCK,THIRTY MEN ONE AFTER ANOTHER RAISED THEIR HORNS AND SAID,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0036.flac,6829-68771-0036,0.0,stage1,impossible_target
2,ROBIN CAREFULLY DESCENDED THE LADDER AND FOUND HIMSELF SOON UPON FIRM ROCKY GROUND,I ALMOST THINK I CAN REMEMBER FEELING A LITTLE DIFFERENT,"because if we all need to work with different ways of fore-mortem, we want to be able to do it and have a complete improvement in the future.",False,-1,7.8540449142456055,0.15000000596046448,0.099586620926857,stage1,LibriSpeech/test-clean/61/70970/61-70970-0027.flac,61-70970-0027,0.15,stage1,
3,THERE WAS NO CHANCE TO ALTER HIS SLEEPING ROOM TO ONE NEARER TO GAMEWELL'S CHAMBER,THOSE CLOUDS SEEM AS IF THEY WERE GOING TO CRUSH THE SEA,Because it creates more clans that can help the area be able to have a part of the world to be the clans of the world.,False,-1,8.60202693939209,0.15000000596046448,0.09981322288513184,stage1,LibriSpeech/test-clean/61/70970/61-70970-0013.flac,61-70970-0013,0.15,stage1,
4,HE WAS IN DEEP CONVERSE WITH THE CLERK AND ENTERED THE HALL HOLDING HIM BY THE ARM,IT WOULD SERVE YOU ALL RIGHT IF SHE WALKED OFF WITH CARL,The government is also asking for a 20-year-old child to be taken to the hospital.,False,-1,10.159887313842773,0.15000000596046448,0.09964603930711746,stage1,LibriSpeech/test-clean/61/70970/61-70970-0007.flac,61-70970-0007,0.15,stage1,
0,YOU ARE A WORTHY LEECH WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARVEL,ASKED PHRONSIE WITH HER LITTLE FACE CLOSE TO POLLY'S OWN,I,False,-1,8.479247093200684,0.15000000596046448,0.10007572919130325,stage1,LibriSpeech/test-clean/61/70968/61-70968-0061.flac,61-70968-0061,0.15,stage1,
1,THIS TRANSIENT SPRING AND LIGHTING UP ARE BEAUTIFUL A GLAMOUR BEGUILING OUR SENSES,I REALLY DON'T THINK HE KNEW MUCH ABOUT IT MISTER HOLMES,So you can 500 to 500 to 500 to the other side of the city.,False,-1,9.104762077331543,0.15000000596046448,0.09966553002595901,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0005.flac,5683-32879-0005,0.15,stage1,
2,OUR FIRST IMPRESSIONS OF PEOPLE ARE IN NINE CASES OUT OF TEN THE RIGHT IMPRESSIONS,THERE'S ONE AND THERE'S ANOTHER THE DUDLEY AND THE FLINT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5142/36377/5142-36377-0015.flac,5142-36377-0015,0.0,stage1,impossible_target
3,HE SHALL NOT LEAVE YOU DAY OR NIGHT WHETHER YOU ARE WORKING OR PLAYING OR SLEEPING,THROUGH THE BLACK NIGHT RAIN HE SANG TO HER WINDOW BARS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5142/33396/5142-33396-0038.flac,5142-33396-0038,0.0,stage1,impossible_target
4,AND WHAT DEMONSTRATION DO YOU OFFER ASKED SERVADAC EAGERLY THAT IT WILL NOT HAPPEN,MILLIGRAM ROUGHLY ONE TWENTY EIGHT THOUSAND OF AN OUNCE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5105/28241/5105-28241-0009.flac,5105-28241-0009,0.0,stage1,impossible_target
0,FAST AS HIS LEGS COULD CARRY HIM SERVADAC HAD MADE HIS WAY TO THE TOP OF THE CLIFF,NOT AT ALL YOU ARE ON THE CONTRARY MOST AGREEABLE TO ME,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5105/28240/5105-28240-0000.flac,5105-28240-0000,0.0,stage1,impossible_target
1,HOW BROWN YOU'VE GOT SINCE YOU CAME HOME I WISH I HAD AN ATHLETE TO MOW MY ORCHARD,VAST IMPORTANCE AND INFLUENCE OF THIS MENTAL FURNISHING,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/237/134493/237-134493-0011.flac,237-134493-0011,0.0,stage1,impossible_target
2,I DIDN'T HAVE ANY FEARS IF I WORKED IT RIGHTLY SAID THE OLD GENTLEMAN COMPLACENTLY,THEY FOLLOWED THE JAILER ALONG A SUCCESSION OF PASSAGES,The,False,-1,8.789735794067383,0.15000000596046448,0.09964534640312195,stage1,LibriSpeech/test-clean/237/126133/237-126133-0022.flac,237-126133-0022,0.15,stage1,
3,NO SIR HE ISN'T HE'S GONE TO ROSSETER TO SEE MISTER WEST THE FACTOR ABOUT THE WOOL,IF IT ONLY WERE NOT SO DARK HERE AND SO TERRIBLY LONELY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/2094/142345/2094-142345-0049.flac,2094-142345-0049,0.0,stage1,impossible_target
4,FOR A WHILE SHE LAY IN HER CHAIR IN HAPPY DREAMY PLEASURE AT SUN AND BIRD AND TREE,YET HE WILL TEACH YOU A FEW TRICKS WHEN MORNING IS COME,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1995/1837/1995-1837-0024.flac,1995-1837-0024,0.0,stage1,impossible_target
0,PEARL SEEING THE ROSE BUSHES BEGAN TO CRY FOR A RED ROSE AND WOULD NOT BE PACIFIED,HE IS MY ESQUIRE EXCELLENCY RETURNED ROBIN WITH DIGNITY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1221/135767/1221-135767-0024.flac,1221-135767-0024,0.0,stage1,impossible_target
1,A RING OF AMETHYST I COULD NOT WEAR HERE PLAINER TO MY SIGHT THAN THAT FIRST KISS,YES SO THEY SAID BUT THAT WOULD I THINK HAVE BEEN WORSE,The,False,-1,8.378008842468262,0.15000000596046448,0.10012488067150116,stage1,LibriSpeech/test-clean/908/31957/908-31957-0014.flac,908-31957-0014,0.15,stage1,
2,SCUSE ME SAID TROT I NEGLECTED TO TELL YOU THAT YOU'RE NOT THE BOOLOOROO ANY MORE,IF SHE DOES NOT KNOW HOW TO ESTIMATE HER OWN VALUE I DO,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8555/284449/8555-284449-0013.flac,8555-284449-0013,0.0,stage1,impossible_target
3,THERE WAS GOOD REASON TO STOP AND THINK EVEN FOR THE WORLD'S MOST EMOTIONLESS MAN,SO THERE IS TO ME ADDED SANDFORD WITH A SARCASTIC SNEER,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8463/294828/8463-294828-0014.flac,8463-294828-0014,0.0,stage1,impossible_target
4,SUBSTANTIALLY THIS WAS JACOB'S UNVARNISHED DESCRIPTION OF HIS MASTER AND MISTRESS,FATHER THEE'S UNJUST TO PHILIP HE'S GOING INTO BUSINESS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8463/287645/8463-287645-0012.flac,8463-287645-0012,0.0,stage1,impossible_target
0,SOME POINTS MAY BE TAKEN AS FIXED AND SUCH AS ANY THEORY OF MEMORY MUST ARRIVE AT,HE TOOK HER ROUGHLY IN HIS ARMS DO YOU KNOW WHAT I MEAN,The,False,-1,9.864450454711914,0.15000000596046448,0.09982534497976303,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0022.flac,8230-279154-0022,0.15,stage1,
1,THE LEADERS OF THE CONSPIRACY BECAME DISTRUSTFUL OF THEIR POWER TO CRUSH THE TOWN,BUT A WORD FURTHER CONCERNING THE EXPEDITION IN GENERAL,This is a very dangerous and dangerous place to go.,False,-1,9.746596336364746,0.15000000596046448,0.09958216547966003,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0014.flac,7729-102255-0014,0.15,stage1,
2,ALL ABOUT HIM WAS A TUMULT OF BRIGHT AND BROKEN COLOR SCATTERED IN BROAD SPLASHES,WHAT SIR I SAID TO HIM AM I FORTUNATE ENOUGH TO SEE YOU,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7176/88083/7176-88083-0000.flac,7176-88083-0000,0.0,stage1,impossible_target
3,OH MADEMOISELLE WHY HAVE I NOT A DEVOTED SISTER OR A TRUE FRIEND SUCH AS YOURSELF,WE HAD METERS IN WHICH THERE WERE TWO BOTTLES OF LIQUID,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7127/75947/7127-75947-0016.flac,7127-75947-0016,0.0,stage1,impossible_target
4,YOU HAVE COME ANDELLA ANDELLA WAS THE NAME OF JANE'S DOLL TO MAKE ROSALIE A VISIT,HE KNEW THE SILVER FLEECE HIS AND ZORA'S MUST BE RUINED,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7021/79740/7021-79740-0004.flac,7021-79740-0004,0.0,stage1,impossible_target
0,SOME GIRL HAS BEEN HERE TWICE TO INTERVIEW MY MEN AND I HAVE REFUSED TO ADMIT HER,WHY BANNISTER THE SERVANT WHAT'S HIS GAME IN THE MATTER,I am not eating too much.,False,-1,10.340177536010742,0.15000000596046448,0.1000773087143898,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0040.flac,6829-68769-0040,0.15,stage1,
1,AS REGARDS MY ROBBING THE COMPANY I'LL SAY THAT I SAVED THEM A HEAVY LOSS ONE DAY,LET US HEAR THE SUSPICIONS I WILL LOOK AFTER THE PROOFS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0031.flac,6829-68769-0031,0.0,stage1,impossible_target
2,THEY WERE RECEIVED IN THE LITTLE OFFICE BY A MAN NAMED MARKHAM WHO WAS THE JAILER,THEN YOU CAN ASK HIM QUESTIONS ON THE CATECHISM DEDALUS,The original scene to the middle eye is finally seen in the first place. Next to the scene.,False,-1,9.46783447265625,0.15000000596046448,0.10011552274227142,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0009.flac,6829-68769-0009,0.15,stage1,
3,FAIRVIEW WAS TWELVE MILES AWAY BUT BY TEN O'CLOCK THEY DREW UP AT THE COUNTY JAIL,I DID NOT WRONG MYSELF SO BUT I PLACED A WRONG ON THEE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0008.flac,6829-68769-0008,0.0,stage1,impossible_target
4,HE FELT FOR AND FOUND THE WIZARD'S BLACK CLOTH THE SQUIRE WAS QUITE OUT OF BREATH,SIR KENNINGTON OVAL IS A VERY FINE PLAYER SAID MY WIFE,Help the whole of the world to come to an end. Thank you.,False,-1,8.743117332458496,0.15000000596046448,0.10043662786483765,stage1,LibriSpeech/test-clean/61/70968/61-70968-0032.flac,61-70968-0032,0.15,stage1,
0,I BELIEVE I HAVE A LITTLE TASTE THAT WAY THOSE ARE ALL REAL YOU KNOW THOSE JEWELS,I SAY YOU DO KNOW WHAT THIS MEANS AND YOU MUST TELL US,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5683/32865/5683-32865-0008.flac,5683-32865-0008,0.0,stage1,impossible_target
1,WHAT IS YOUR COUNTRY OLAF HAVE YOU ALWAYS BEEN A THRALL THE THRALL'S EYES FLASHED,THERE WAS A GRIM SMILE OF AMUSEMENT ON HIS SHREWD FACE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5142/33396/5142-33396-0001.flac,5142-33396-0001,0.0,stage1,impossible_target
2,IT WAS ON THE LAST DAY OF JANUARY THAT THE REPAIRS OF THE SCHOONER WERE COMPLETED,IT WAS IN A CORNER THAT HE LAY AMONG WEEDS AND NETTLES,"In the wisdoms were lions, kind of a tenor, to give the words of tenor to your Catholic religion and to your native.",False,-1,9.482328414916992,0.15000000596046448,0.10017592459917068,stage1,LibriSpeech/test-clean/5105/28240/5105-28240-0022.flac,5105-28240-0022,0.15,stage1,
3,WHAT SHE WANTED FROM US WAS NEITHER OUR FLOWERS NOR OUR FRANCS BUT JUST OUR YOUTH,ALSO THERE WAS A STRIPLING PAGE WHO TURNED INTO A MAID,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4446/2273/4446-2273-0021.flac,4446-2273-0021,0.0,stage1,impossible_target
4,I SEE A CROWD IN ONE CORNER OF THE GARDEN EVERYBODY STANDING STILL AND LOOKING UP,DID YOU EVER HAVE SUCH A LORDLY GUEST BEFORE I WENT ON,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/3729/6852/3729-6852-0024.flac,3729-6852-0024,0.0,stage1,impossible_target
0,BUT THE REAL SIGNIFICANCE AND COMFORT OF THE WORDS FOR OUR SINS IS LOST UPON THEM,THE SIGHT SEERS RETURNED IN HIGH SPIRITS FROM THE CITY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0075.flac,2830-3980-0075,0.0,stage1,impossible_target
1,IT IS POSSIBLE THAT I MAY BE IN A POSITION THEN TO INDICATE SOME COURSE OF ACTION,HOWEVER HE WHO SAYS LIGHT DOES NOT NECESSARILY SAY JOY,So that's how school is.,False,-1,9.10031509399414,0.15000000596046448,0.10030949860811234,stage1,LibriSpeech/test-clean/1580/141084/1580-141084-0009.flac,1580-141084-0009,0.15,stage1,
2,THEIR ASSUMED CHARACTER CHANGED WITH THEIR CHANGING OPPORTUNITIES OR NECESSITIES,THERE IT CLOTHES ITSELF IN WORD MASKS IN METAPHOR RAGS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0025.flac,7729-102255-0025,0.0,stage1,impossible_target
3,THE HAWK SAT UPON THE BRANCH AND WATCHED HIS QUARRY SWIMMING BENEATH THE SURFACE,I SHUDDER AS I RECALL THESE MONSTERS TO MY REMEMBRANCE,I'm,False,-1,9.275951385498047,0.15000000596046448,0.10028506815433502,stage1,LibriSpeech/test-clean/7176/88083/7176-88083-0014.flac,7176-88083-0014,0.15,stage1,
4,AND ALL HIS BROTHERS AND SISTERS STOOD ROUND AND LISTENED WITH THEIR MOUTHS OPEN,DON'T MIND IT POLLY WHISPERED JASPER TWASN'T HER FAULT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7021/85628/7021-85628-0022.flac,7021-85628-0022,0.0,stage1,impossible_target
0,WON'T YOU RUN INTO THE HOUSE AND SEE IF MARTHA CAN'T SPARE ONE OR TWO MORE MAIDS,AND FEAREST THOU BECAUSE I VANISH AND AM SEEN NO MORE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0015.flac,6829-68771-0015,0.0,stage1,impossible_target
1,I DIDN'T STOP TO THINK WHETHER IT WAS FOOLISH OR NOT I DID IT AND I'M GLAD I DID,I NEVER KNEW OF BUT ONE MAN WHO COULD EVER PLEASE HIM,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0023.flac,6829-68769-0023,0.0,stage1,impossible_target
2,SIT DOWN PLEASE SAID GATES IN A CHEERFUL AND PLEASANT VOICE THERE'S A BENCH HERE,OR OF THE HABITS OF OUR PEOPLE IT IS QUITE IMPOSSIBLE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0020.flac,6829-68769-0020,0.0,stage1,impossible_target
3,I TOOK FIVE GREAT BRACELETS OF GOLD FROM OUR TREASURE CHEST AND GAVE THEM TO HIM,MISSUS NEVERBEND YOU MUST INDEED BE PROUD OF YOUR SON,I'm using some tips for my camera.,False,-1,8.653525352478027,0.15000000596046448,0.09984573721885681,stage1,LibriSpeech/test-clean/5142/33396/5142-33396-0053.flac,5142-33396-0053,0.15,stage1,
4,AS OUR BOAT FLASHED DOWN THE ROLLERS INTO THE WATER I MADE THIS SONG AND SANG IT,IT IS THIS THAT IS OF INTEREST TO THEORY OF KNOWLEDGE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5142/33396/5142-33396-0015.flac,5142-33396-0015,0.0,stage1,impossible_target
0,HAS THEE CONSULTED THY MOTHER ABOUT A CAREER I SUPPOSE IT IS A CAREER THEE WANTS,HIS DEATH IN THIS CONJUNCTURE WAS A PUBLIC MISFORTUNE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4970/29095/4970-29095-0036.flac,4970-29095-0036,0.0,stage1,impossible_target
1,I HAVEN'T HAD A CHANCE YET TO TELL YOU WHAT A JOLLY LITTLE PLACE I THINK THIS IS,LARKSPUR BIT ME AGAIN THIS MORNING FOR THE THIRD TIME,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4446/2273/4446-2273-0005.flac,4446-2273-0005,0.0,stage1,impossible_target
2,SHE CONSIDERED A MOMENT AND THEN SAID NO I THINK NOT THOUGH I AM GLAD YOU ASK ME,THE DEMOCRATIC COMMITTEE FIGURED OUT A WAY TO DO THIS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4446/2271/4446-2271-0018.flac,4446-2271-0018,0.0,stage1,impossible_target
3,WE ARE TO HEAR CHRIST WHO HAS BEEN APPOINTED BY THE FATHER AS OUR DIVINE TEACHER,THE SERVANTS AS WELL AS THE YOUNG LADIES DECORATED IT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0052.flac,2830-3980-0052,0.0,stage1,impossible_target
4,FOR A MOMENT GILCHRIST WITH UPRAISED HAND TRIED TO CONTROL HIS WRITHING FEATURES,REJOICE IN OUR PRESENCE SAID THE AIR AND THE SUNLIGHT,I,False,-1,10.13007926940918,0.15000000596046448,0.09945946931838989,stage1,LibriSpeech/test-clean/1580/141084/1580-141084-0032.flac,1580-141084-0032,0.15,stage1,
0,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,I LIKE YOU STILL RACHEL I'M SURE I'LL ALWAYS LIKE YOU,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1089/134686/1089-134686-0015.flac,1089-134686-0015,0.0,stage1,impossible_target
